#Freq       VDB(4)    
 169.82     44.606    
 173.78     44.607    
 177.83     44.609    
 181.97     44.61     
 186.21     44.612    
 190.55     44.613    
 194.98     44.614    
 199.53     44.615    
 204.17     44.616    
 208.93     44.617    
 213.8      44.618    
 218.78     44.619    
 223.87     44.62     
 229.09     44.621    
 234.42     44.622    
 239.88     44.623    
 245.47     44.624    
 251.19     44.624    
 257.04     44.625    
 263.03     44.626    
 269.15     44.626    
 275.42     44.627    
 281.84     44.628    
 288.4      44.628    
 295.12     44.629    
 302.       44.629    
 309.03     44.63     
 316.23     44.63     
 323.59     44.631    
 331.13     44.631    
 338.84     44.631    
 346.74     44.632    
 354.81     44.632    
 363.08     44.633    
 371.54     44.633    
 380.19     44.633    
 389.05     44.634    
 398.11     44.634    
 407.38     44.634    
 416.87     44.634    
 426.58     44.635    
 436.52     44.635    
 446.68     44.635    
 457.09     44.635    
 467.74     44.636    
 478.63     44.636    
 489.78     44.636    
 501.19     44.636    
 512.86     44.636    
 524.81     44.637    
 537.03     44.637    
 549.54     44.637    
 562.34     44.637    
 575.44     44.637    
 588.84     44.637    
 602.56     44.637    
 616.6      44.638    
 630.96     44.638    
 645.65     44.638    
 660.69     44.638    
 676.08     44.638    
 691.83     44.638    
 707.95     44.638    
 724.44     44.638    
 741.31     44.638    
 758.58     44.638    
 776.25     44.638    
 794.33     44.639    
 812.83     44.639    
 831.76     44.639    
 851.14     44.639    
 870.96     44.639    
 891.25     44.639    
 912.01     44.639    
 933.25     44.639    
 954.99     44.639    
 977.24     44.639    
 1.E+3      44.639    
 1.0233E+3  44.639    
 1.0471E+3  44.639    
 1.0715E+3  44.639    
 1.0965E+3  44.639    
 1.122E+3   44.639    
 1.1482E+3  44.639    
 1.1749E+3  44.639    
 1.2023E+3  44.639    
 1.2303E+3  44.639    
 1.2589E+3  44.639    
 1.2882E+3  44.639    
 1.3183E+3  44.64     
 1.349E+3   44.64     
 1.3804E+3  44.64     
 1.4125E+3  44.64     
 1.4454E+3  44.64     
 1.4791E+3  44.64     
 1.5136E+3  44.64     
 1.5488E+3  44.64     
 1.5849E+3  44.64     
 1.6218E+3  44.64     
 1.6596E+3  44.64     
 1.6982E+3  44.64     
 1.7378E+3  44.64     
 1.7783E+3  44.64     
 1.8197E+3  44.64     
 1.8621E+3  44.64     
 1.9055E+3  44.64     
 1.9498E+3  44.64     
 1.9953E+3  44.64     
 2.0417E+3  44.64     
 2.0893E+3  44.64     
 2.138E+3   44.64     
 2.1878E+3  44.64     
 2.2387E+3  44.64     
 2.2909E+3  44.64     
 2.3442E+3  44.64     
 2.3988E+3  44.64     
 2.4547E+3  44.64     
 2.5119E+3  44.64     
 2.5704E+3  44.64     
 2.6303E+3  44.64     
 2.6915E+3  44.64     
 2.7542E+3  44.64     
 2.8184E+3  44.64     
 2.884E+3   44.64     
 2.9512E+3  44.64     
 3.02E+3    44.64     
 3.0903E+3  44.64     
 3.1623E+3  44.64     
 3.2359E+3  44.64     
 3.3113E+3  44.64     
 3.3884E+3  44.64     
 3.4674E+3  44.64     
 3.5481E+3  44.64     
 3.6308E+3  44.64     
 3.7154E+3  44.64     
 3.8019E+3  44.64     
 3.8905E+3  44.64     
 3.9811E+3  44.64     
 4.0738E+3  44.64     
 4.1687E+3  44.64     
 4.2658E+3  44.64     
 4.3652E+3  44.64     
 4.4668E+3  44.64     
 4.5709E+3  44.64     
 4.6774E+3  44.64     
 4.7863E+3  44.64     
 4.8978E+3  44.64     
 5.0119E+3  44.64     
 5.1286E+3  44.64     
 5.2481E+3  44.64     
 5.3703E+3  44.64     
 5.4954E+3  44.64     
 5.6234E+3  44.64     
 5.7544E+3  44.64     
 5.8884E+3  44.64     
 6.0256E+3  44.64     
 6.166E+3   44.64     
 6.3096E+3  44.64     
 6.4565E+3  44.64     
 6.6069E+3  44.639    
 6.7608E+3  44.639    
 6.9183E+3  44.639    
 7.0795E+3  44.639    
 7.2444E+3  44.639    
 7.4131E+3  44.639    
 7.5858E+3  44.639    
 7.7625E+3  44.639    
 7.9433E+3  44.639    
 8.1283E+3  44.639    
 8.3176E+3  44.639    
 8.5114E+3  44.639    
 8.7096E+3  44.639    
 8.9125E+3  44.639    
 9.1201E+3  44.639    
 9.3325E+3  44.639    
 9.5499E+3  44.639    
 9.7724E+3  44.639    
 10.E+3     44.639    
 10.233E+3  44.639    
 10.471E+3  44.639    
 10.715E+3  44.639    
 10.965E+3  44.638    
 11.22E+3   44.638    
 11.482E+3  44.638    
 11.749E+3  44.638    
 12.023E+3  44.638    
 12.303E+3  44.638    
 12.589E+3  44.638    
 12.882E+3  44.638    
 13.183E+3  44.638    
 13.49E+3   44.638    
 13.804E+3  44.637    
 14.125E+3  44.637    
 14.454E+3  44.637    
 14.791E+3  44.637    
 15.136E+3  44.637    
 15.488E+3  44.637    
 15.849E+3  44.637    
 16.218E+3  44.636    
 16.596E+3  44.636    
 16.982E+3  44.636    
 17.378E+3  44.636    
 17.783E+3  44.636    
 18.197E+3  44.635    
 18.621E+3  44.635    
 19.055E+3  44.635    
 19.498E+3  44.635    
 19.953E+3  44.635    
 20.417E+3  44.634    
 20.893E+3  44.634    
 21.38E+3   44.634    
 21.878E+3  44.633    
 22.387E+3  44.633    
 22.909E+3  44.633    
 23.442E+3  44.632    
 23.988E+3  44.632    
 24.547E+3  44.632    
 25.119E+3  44.631    
 25.704E+3  44.631    
 26.303E+3  44.63     
 26.915E+3  44.63     
 27.542E+3  44.63     
 28.184E+3  44.629    
 28.84E+3   44.629    
 29.512E+3  44.628    
 30.2E+3    44.627    
 30.903E+3  44.627    
 31.623E+3  44.626    
 32.359E+3  44.625    
 33.113E+3  44.625    
 33.884E+3  44.624    
 34.674E+3  44.623    
 35.481E+3  44.623    
 36.308E+3  44.622    
 37.154E+3  44.621    
 38.019E+3  44.62     
 38.905E+3  44.619    
 39.811E+3  44.618    
 40.738E+3  44.617    
 41.687E+3  44.616    
 42.658E+3  44.615    
 43.652E+3  44.614    
 44.668E+3  44.612    
 45.709E+3  44.611    
 46.774E+3  44.61     
 47.863E+3  44.608    
 48.978E+3  44.607    
 50.119E+3  44.605    
 51.286E+3  44.603    
 52.481E+3  44.602    
 53.703E+3  44.6      
 54.954E+3  44.598    
 56.234E+3  44.596    
 57.544E+3  44.594    
 58.884E+3  44.592    
 60.256E+3  44.59     
 61.66E+3   44.587    
 63.096E+3  44.585    
 64.565E+3  44.582    
 66.069E+3  44.579    
 67.608E+3  44.577    
 69.183E+3  44.574    
 70.795E+3  44.571    
 72.444E+3  44.567    
 74.131E+3  44.564    
 75.858E+3  44.56     
 77.625E+3  44.557    
 79.433E+3  44.553    
 81.283E+3  44.549    
 83.176E+3  44.544    
 85.114E+3  44.54     
 87.096E+3  44.535    
 89.125E+3  44.53     
 91.201E+3  44.525    
 93.325E+3  44.52     
 95.499E+3  44.514    
 97.724E+3  44.509    
 100.E+3    44.502    
 102.33E+3  44.496    
 104.71E+3  44.489    
 107.15E+3  44.482    
 109.65E+3  44.475    
 112.2E+3   44.467    
 114.82E+3  44.46     
 117.49E+3  44.451    
 120.23E+3  44.442    
 123.03E+3  44.433    
 125.89E+3  44.424    
 128.82E+3  44.414    
 131.83E+3  44.404    
 134.9E+3   44.393    
 138.04E+3  44.381    
 141.25E+3  44.37     
 144.54E+3  44.357    
 147.91E+3  44.344    
 151.36E+3  44.331    
 154.88E+3  44.317    
 158.49E+3  44.302    
 162.18E+3  44.287    
 165.96E+3  44.271    
 169.82E+3  44.254    
 173.78E+3  44.237    
 177.83E+3  44.219    
 181.97E+3  44.2      
 186.21E+3  44.18     
 190.55E+3  44.16     
 194.98E+3  44.138    
 199.53E+3  44.116    
 204.17E+3  44.093    
 208.93E+3  44.069    
 213.8E+3   44.044    
 218.78E+3  44.017    
 223.87E+3  43.99     
 229.09E+3  43.962    
 234.42E+3  43.932    
 239.88E+3  43.902    
 245.47E+3  43.87     
 251.19E+3  43.837    
 257.04E+3  43.802    
 263.03E+3  43.766    
 269.15E+3  43.729    
 275.42E+3  43.691    
 281.84E+3  43.651    
 288.4E+3   43.609    
 295.12E+3  43.566    
 302.E+3    43.522    
 309.03E+3  43.475    
 316.23E+3  43.427    
 323.59E+3  43.378    
 331.13E+3  43.327    
 338.84E+3  43.273    
 346.74E+3  43.219    
 354.81E+3  43.162    
 363.08E+3  43.103    
 371.54E+3  43.043    
 380.19E+3  42.98     
 389.05E+3  42.915    
 398.11E+3  42.849    
 407.38E+3  42.78     
 416.87E+3  42.71     
 426.58E+3  42.637    
 436.52E+3  42.562    
 446.68E+3  42.485    
 457.09E+3  42.405    
 467.74E+3  42.324    
 478.63E+3  42.24     
 489.78E+3  42.154    
 501.19E+3  42.066    
 512.86E+3  41.975    
 524.81E+3  41.882    
 537.03E+3  41.787    
 549.54E+3  41.689    
 562.34E+3  41.59     
 575.44E+3  41.488    
 588.84E+3  41.383    
 602.56E+3  41.277    
 616.6E+3   41.168    
 630.96E+3  41.056    
 645.65E+3  40.943    
 660.69E+3  40.827    
 676.08E+3  40.709    
 691.83E+3  40.589    
 707.95E+3  40.466    
 724.44E+3  40.342    
 741.31E+3  40.215    
 758.58E+3  40.086    
 776.25E+3  39.955    
 794.33E+3  39.822    
 812.83E+3  39.687    
 831.76E+3  39.55     
 851.14E+3  39.411    
 870.96E+3  39.27     
 891.25E+3  39.127    
 912.01E+3  38.983    
 933.25E+3  38.836    
 954.99E+3  38.688    
 977.24E+3  38.538    
 1.E+6      38.386    
 1.0233E+6  38.232    
 1.0471E+6  38.077    
 1.0715E+6  37.921    
 1.0965E+6  37.763    
 1.122E+6   37.603    
 1.1482E+6  37.442    
 1.1749E+6  37.279    
 1.2023E+6  37.115    
 1.2303E+6  36.95     
 1.2589E+6  36.783    
 1.2882E+6  36.615    
 1.3183E+6  36.446    
 1.349E+6   36.276    
 1.3804E+6  36.105    
 1.4125E+6  35.932    
 1.4454E+6  35.758    
 1.4791E+6  35.584    
 1.5136E+6  35.408    
 1.5488E+6  35.232    
 1.5849E+6  35.054    
 1.6218E+6  34.876    
 1.6596E+6  34.696    
 1.6982E+6  34.516    
 1.7378E+6  34.335    
 1.7783E+6  34.153    
 1.8197E+6  33.971    
 1.8621E+6  33.788    
 1.9055E+6  33.604    
 1.9498E+6  33.419    
 1.9953E+6  33.234    
 2.0417E+6  33.048    
 2.0893E+6  32.862    
 2.138E+6   32.675    
 2.1878E+6  32.487    
 2.2387E+6  32.299    
 2.2909E+6  32.11     
 2.3442E+6  31.921    
 2.3988E+6  31.732    
 2.4547E+6  31.542    
 2.5119E+6  31.351    
 2.5704E+6  31.161    
 2.6303E+6  30.969    
 2.6915E+6  30.778    
 2.7542E+6  30.586    
 2.8184E+6  30.393    
 2.884E+6   30.201    
 2.9512E+6  30.008    
 3.02E+6    29.814    
 3.0903E+6  29.621    
 3.1623E+6  29.427    
 3.2359E+6  29.233    
 3.3113E+6  29.039    
 3.3884E+6  28.844    
 3.4674E+6  28.649    
 3.5481E+6  28.454    
 3.6308E+6  28.259    
 3.7154E+6  28.063    
 3.8019E+6  27.867    
 3.8905E+6  27.671    
 3.9811E+6  27.475    
 4.0738E+6  27.279    
 4.1687E+6  27.083    
 4.2658E+6  26.886    
 4.3652E+6  26.689    
 4.4668E+6  26.492    
 4.5709E+6  26.295    
 4.6774E+6  26.098    
 4.7863E+6  25.901    
 4.8978E+6  25.703    
 5.0119E+6  25.506    
 5.1286E+6  25.308    
 5.2481E+6  25.111    
 5.3703E+6  24.913    
 5.4954E+6  24.715    
 5.6234E+6  24.517    
 5.7544E+6  24.318    
 5.8884E+6  24.12     
 6.0256E+6  23.922    
 6.166E+6   23.724    
 6.3096E+6  23.525    
 6.4565E+6  23.326    
 6.6069E+6  23.128    
 6.7608E+6  22.929    
 6.9183E+6  22.73     
 7.0795E+6  22.532    
 7.2444E+6  22.333    
 7.4131E+6  22.134    
 7.5858E+6  21.935    
 7.7625E+6  21.736    
 7.9433E+6  21.537    
 8.1283E+6  21.338    
 8.3176E+6  21.138    
 8.5114E+6  20.939    
 8.7096E+6  20.74     
 8.9125E+6  20.54     
 9.1201E+6  20.341    
 9.3325E+6  20.142    
 9.5499E+6  19.942    
 9.7724E+6  19.743    
 10.E+6     19.543    
 10.233E+6  19.344    
 10.471E+6  19.144    
 10.715E+6  18.944    
 10.965E+6  18.745    
 11.22E+6   18.545    
 11.482E+6  18.345    
 11.749E+6  18.146    
 12.023E+6  17.946    
 12.303E+6  17.746    
 12.589E+6  17.546    
 12.882E+6  17.346    
 13.183E+6  17.146    
 13.49E+6   16.946    
 13.804E+6  16.746    
 14.125E+6  16.547    
 14.454E+6  16.346    
 14.791E+6  16.146    
 15.136E+6  15.946    
 15.488E+6  15.746    
 15.849E+6  15.546    
 16.218E+6  15.346    
 16.596E+6  15.146    
 16.982E+6  14.946    
 17.378E+6  14.745    
 17.783E+6  14.545    
 18.197E+6  14.345    
 18.621E+6  14.144    
 19.055E+6  13.944    
 19.498E+6  13.743    
 19.953E+6  13.543    
 20.417E+6  13.343    
 20.893E+6  13.142    
 21.38E+6   12.941    
 21.878E+6  12.741    
 22.387E+6  12.54     
 22.909E+6  12.339    
 23.442E+6  12.139    
 23.988E+6  11.938    
 24.547E+6  11.737    
 25.119E+6  11.536    
 25.704E+6  11.335    
 26.303E+6  11.134    
 26.915E+6  10.933    
 27.542E+6  10.732    
 28.184E+6  10.531    
 28.84E+6   10.33     
 29.512E+6  10.129    
 30.2E+6    9.9272    
 30.903E+6  9.7258    
 31.623E+6  9.5243    
 32.359E+6  9.3227    
 33.113E+6  9.1211    
 33.884E+6  8.9194    
 34.674E+6  8.7176    
 35.481E+6  8.5157    
 36.308E+6  8.3137    
 37.154E+6  8.1116    
 38.019E+6  7.9094    
 38.905E+6  7.7071    
 39.811E+6  7.5047    
 40.738E+6  7.3022    
 41.687E+6  7.0996    
 42.658E+6  6.8968    
 43.652E+6  6.6939    
 44.668E+6  6.4909    
 45.709E+6  6.2877    
 46.774E+6  6.0844    
 47.863E+6  5.8809    
 48.978E+6  5.6773    
 50.119E+6  5.4735    
 51.286E+6  5.2695    
 52.481E+6  5.0653    
 53.703E+6  4.8609    
 54.954E+6  4.6563    
 56.234E+6  4.4515    
 57.544E+6  4.2465    
 58.884E+6  4.0413    
 60.256E+6  3.8358    
 61.66E+6   3.63      
 63.096E+6  3.424     
 64.565E+6  3.2178    
 66.069E+6  3.0112    
 67.608E+6  2.8043    
 69.183E+6  2.5971    
 70.795E+6  2.3896    
 72.444E+6  2.1818    
 74.131E+6  1.9736    
 75.858E+6  1.765     
 77.625E+6  1.556     
 79.433E+6  1.3467    
 81.283E+6  1.1369    
 83.176E+6  0.92667   
 85.114E+6  0.71599   
 87.096E+6  0.50483   
 89.125E+6  0.29318   
 91.201E+6  0.081008  
 93.325E+6 -0.1317    
 95.499E+6 -0.34496   
 97.724E+6 -0.55881   
 100.E+6   -0.77327   
